gid	HCT116_ctrl1	HCT116_ctrl2	HCT116_ctrl3	HCT116_curcumin1	HCT116_curcumin2	HCT116_curcumin3
ENSG00000172534	8986	11952	7549	3558	3060	3243
ENSG00000177854	223	329	278	40	36	28
ENSG00000265176	0	0	0	0	0	0
ENSG00000283694	0	0	0	0	0	0
ENSG00000284286	0	0	0	0	0	0
ENSG00000202024	0	0	0	0	0	0
ENSG00000126953	349	400	370	137	84	121
ENSG00000241343	134	94	156	97	60	37
ENSG00000257529	0	0	0	0	0	0
ENSG00000126945	1391	1519	1630	330	343	550
ENSG00000262919	763	939	948	420	480	712
ENSG00000217889	2	0	2	0	0	0
ENSG00000130821	9237	7725	8366	4116	5239	5447
ENSG00000229324	0	0	0	0	0	0
ENSG00000212605	0	0	0	0	0	0
ENSG00000147164	1468	1521	1373	921	800	719
ENSG00000204165	0	0	0	0	0	0
ENSG00000285171	0	0	0	0	0	0
ENSG00000169562	0	0	0	6	4	0
ENSG00000271886	0	0	0	3	0	0
ENSG00000208012	0	0	0	0	0	0
ENSG00000131263	2934	2876	2875	1073	697	573
ENSG00000230673	0	0	0	0	0	0
ENSG00000199885	0	0	0	0	0	0
ENSG00000271589	0	0	0	0	0	0
ENSG00000050030	0	0	0	0	14	2
ENSG00000214016	0	2	8	20	12	6
ENSG00000242065	0	0	0	0	0	0
ENSG00000189037	0	0	0	0	4	0
ENSG00000147113	0	0	0	13	0	8
ENSG00000230934	0	0	0	0	2	0
ENSG00000237182	0	0	0	0	0	0
ENSG00000237717	0	0	0	0	0	0
ENSG00000224617	0	0	0	0	0	0
ENSG00000229030	0	0	0	0	0	0
ENSG00000230162	6	0	0	17	15	11
ENSG00000219930	0	0	0	0	0	0
ENSG00000231513	0	2	0	2	0	2
ENSG00000239080	0	0	0	0	0	0
ENSG00000214720	0	0	0	0	0	0
ENSG00000147224	1774	2804	2027	1355	1696	1578
ENSG00000275113	0	0	0	0	0	0
ENSG00000236737	0	0	0	0	0	0
ENSG00000213856	2	0	5	2	0	0
ENSG00000227391	0	0	0	0	0	0
ENSG00000068985	0	0	0	0	0	0
ENSG00000252454	0	0	0	0	0	0
ENSG00000234825	18	18	14	29	15	36
ENSG00000271339	0	0	1	0	0	0
ENSG00000231164	0	0	0	0	0	0
ENSG00000232611	58	44	40	7	0	0
ENSG00000225400	0	2	8	6	11	0
ENSG00000147274	5773	7805	7642	5606	6306	6578
ENSG00000232379	2	0	0	0	0	0
ENSG00000237307	6	0	0	0	0	0
ENSG00000165370	0	0	2	0	0	0
ENSG00000224031	0	0	0	11	0	0
ENSG00000172465	0	0	0	0	0	0
ENSG00000123562	5739	8778	7205	5975	5330	6002
ENSG00000179363	0	0	6	2	12	0
ENSG00000269743	32	33	15	163	52	27
ENSG00000102007	4571	3825	5085	6052	6016	5879
ENSG00000012211	1157	1021	1227	400	496	645
ENSG00000102001	4	0	0	7	2	0
ENSG00000230216	0	0	0	0	0	0
ENSG00000101997	680	706	885	489	521	649
ENSG00000049769	92	44	102	238	112	201
ENSG00000270012	29	48	20	6	12	6
ENSG00000286031	0	0	0	0	0	0
ENSG00000147118	173	168	193	34	20	26
ENSG00000221994	0	0	0	0	0	0
ENSG00000277541	0	0	0	0	0	0
ENSG00000230241	0	0	0	0	0	0
ENSG00000233139	0	0	0	0	0	0
ENSG00000201517	0	0	0	0	0	0
ENSG00000225198	0	0	0	0	0	0
ENSG00000238032	0	0	0	0	0	0
ENSG00000234780	0	0	0	0	0	0
ENSG00000252856	0	0	0	0	0	0
ENSG00000204368	0	0	0	0	0	0
ENSG00000231568	0	0	0	0	0	0
ENSG00000229662	0	0	0	0	0	0
ENSG00000237345	0	0	0	0	0	0
ENSG00000184788	11	3	1	12	6	9
ENSG00000188021	1320	1661	1603	179	188	286
ENSG00000185985	0	0	0	0	0	0
ENSG00000101911	1580	2149	2034	662	799	979
ENSG00000085224	2455	2064	2421	722	759	834
ENSG00000083750	355	280	408	257	289	413
ENSG00000101842	8	0	8	0	0	10
ENSG00000126759	0	6	12	17	5	0
ENSG00000000005	0	0	0	8	4	0
ENSG00000238116	0	0	0	0	0	0
ENSG00000202231	0	0	0	0	0	0
ENSG00000237708	0	3	0	0	0	0
ENSG00000222303	0	0	0	0	0	0
ENSG00000287160	0	0	0	0	0	0
ENSG00000271677	0	0	0	0	0	0
ENSG00000238188	0	2	1	0	0	0
ENSG00000147256	0	0	0	0	0	0
ENSG00000241198	0	0	0	0	0	0
ENSG00000269405	0	0	0	0	0	0
ENSG00000273746	0	0	0	0	0	0
ENSG00000231590	0	0	0	0	0	0
ENSG00000158164	240	476	362	490	664	582
ENSG00000271005	0	0	0	0	0	0
ENSG00000102010	2	8	0	4	0	0
ENSG00000285602	1	3	0	2	0	1
ENSG00000237539	0	0	0	0	0	0
ENSG00000200620	0	0	0	0	0	0
ENSG00000281371	0	0	0	0	0	0
ENSG00000182287	557	510	729	484	587	490
ENSG00000200566	0	0	0	0	0	0
ENSG00000226536	0	0	0	0	0	0
ENSG00000169188	1808	2101	1677	543	450	690
ENSG00000158578	25	1	2	14	5	12
ENSG00000278283	0	0	0	0	0	0
ENSG00000234466	0	0	0	0	0	0
ENSG00000238269	1	2	3	4	0	8
ENSG00000234068	2	0	0	0	0	6
ENSG00000278319	0	0	0	0	0	0
ENSG00000276929	0	0	0	0	0	0
ENSG00000186678	0	0	0	0	0	0
ENSG00000229760	0	0	0	0	0	0
ENSG00000231947	0	0	0	0	0	0
ENSG00000238047	0	0	0	0	0	0
ENSG00000196924	43230	49146	37678	46940	42263	42027
ENSG00000147003	8	2	24	7	2	6
ENSG00000147403	59178	40248	67638	153674	138775	132888
ENSG00000072501	3617	5812	4149	1966	1923	1934
ENSG00000198689	1048	1352	1167	344	272	372
ENSG00000283775	0	0	0	0	0	0
ENSG00000243011	0	0	0	0	0	0
ENSG00000273773	0	0	0	0	0	0
ENSG00000213338	0	0	0	2	0	0
ENSG00000237619	0	0	0	0	0	0
ENSG00000228089	0	0	0	0	0	10
ENSG00000235190	0	0	0	0	0	0
ENSG00000200587	0	0	0	0	0	0
ENSG00000134602	1429	1344	1605	780	1018	1034
ENSG00000228819	0	0	0	12	10	0
ENSG00000123728	1561	1547	1655	554	504	663
ENSG00000123560	2	2	0	0	2	10
ENSG00000228158	0	2	6	0	0	6
ENSG00000227534	4	0	2	0	0	0
ENSG00000227942	0	0	0	0	6	0
ENSG00000147140	20646	21966	24165	24898	25015	24057
ENSG00000120280	0	0	0	0	0	0
ENSG00000178556	0	0	0	0	0	0
ENSG00000232368	3	4	2	4	0	4
ENSG00000229331	0	0	0	0	0	0
ENSG00000241886	2	0	9	0	0	0
ENSG00000243055	0	0	0	0	0	0
ENSG00000277876	0	0	0	0	0	0
ENSG00000231542	0	0	0	0	0	0
ENSG00000235512	0	0	0	0	0	0
ENSG00000102230	0	0	0	0	0	0
ENSG00000226222	0	0	0	0	0	0
ENSG00000236836	0	0	0	0	0	0
ENSG00000236487	0	0	0	0	0	0
ENSG00000101868	1418	1789	1459	870	863	1119
ENSG00000251869	0	0	0	0	0	0
ENSG00000232472	142	104	168	472	352	428
ENSG00000004848	52	56	42	26	30	34
ENSG00000214111	0	0	0	0	0	1
ENSG00000240439	0	0	0	0	0	0
ENSG00000182484	0	0	0	0	0	0
ENSG00000234230	0	0	0	0	0	0
ENSG00000225071	0	0	0	0	4	2
ENSG00000131089	597	450	563	347	242	345
ENSG00000231729	0	0	0	0	0	0
ENSG00000236813	0	0	0	0	0	0
ENSG00000222532	0	0	0	0	0	0
ENSG00000166707	0	6	4	62	34	30
ENSG00000158639	0	0	0	0	0	0
ENSG00000102387	15	14	13	132	50	57
ENSG00000005889	1231	1257	1236	363	186	211
ENSG00000126752	8	8	14	0	0	6
ENSG00000197779	425	437	286	131	58	46
ENSG00000080561	600	385	571	139	247	161
ENSG00000120498	10	14	5	2	0	14
ENSG00000147138	0	0	0	0	0	0
ENSG00000125354	1027	905	948	1097	1153	1070
ENSG00000022267	1796	1094	1732	1794	1788	1955
ENSG00000131269	582	779	793	624	652	657
ENSG00000266828	0	0	0	0	0	0
ENSG00000231371	0	0	0	0	0	0
ENSG00000234558	2	6	2	0	0	0
ENSG00000180772	0	0	0	0	0	0
ENSG00000188706	2134	1390	2061	1091	1104	1188
ENSG00000238040	0	0	0	0	0	0
ENSG00000156697	1027	982	876	1200	1188	967
ENSG00000085185	3828	3547	2715	971	718	758
ENSG00000288680	0	1	0	0	0	0
ENSG00000207146	7	1	3	0	0	0
ENSG00000133124	0	0	2	4	0	0
ENSG00000279894	4	0	4	10	1	0
ENSG00000196507	0	0	1	0	0	0
ENSG00000288597	0	2	7	2	0	0
ENSG00000123575	3464	3438	3421	1197	1325	1167
ENSG00000123576	0	0	0	0	7	0
ENSG00000182378	0	0	0	0	0	0
ENSG00000268651	0	0	0	0	0	0
ENSG00000171388	6	14	4	4	0	14
ENSG00000122121	6	0	3	4	10	0
ENSG00000122122	5	0	7	27	8	34
ENSG00000240143	2	1	0	1	1	0
ENSG00000275070	0	0	0	5	0	0
ENSG00000078061	1753	1748	1724	784	1134	1356
ENSG00000230781	0	0	0	0	0	0
ENSG00000101938	0	4	0	0	0	0
ENSG00000226112	0	0	0	0	0	0
ENSG00000234349	0	0	0	0	0	0
ENSG00000077274	560	218	470	320	388	306
ENSG00000251954	0	0	0	0	0	0
ENSG00000223904	0	0	0	0	0	0
ENSG00000229939	4	0	5	0	3	0
ENSG00000225031	58	52	86	96	91	58
ENSG00000102359	74	66	79	44	30	72
ENSG00000101892	0	0	0	2	12	0
ENSG00000251707	0	0	0	0	0	0
ENSG00000232119	1078	1001	1282	1207	1205	1318
ENSG00000171155	455	493	670	96	120	92
ENSG00000278317	0	0	0	0	0	0
ENSG00000181511	0	0	0	0	0	0
ENSG00000158290	4112	5111	5225	1598	2160	2391
ENSG00000238200	0	0	0	0	0	0
ENSG00000269096	0	0	0	0	0	12
ENSG00000278289	0	0	0	0	0	0
ENSG00000271449	0	0	0	0	0	0
ENSG00000278085	0	0	0	0	0	0
ENSG00000270946	0	0	0	0	0	0
ENSG00000207633	0	0	0	0	0	0
ENSG00000203933	0	0	0	0	0	0
ENSG00000214653	1	5	0	5	4	3
ENSG00000241248	0	0	0	0	0	0
ENSG00000212663	0	0	0	0	0	0
ENSG00000208013	0	0	0	0	0	0
ENSG00000265584	0	0	0	0	0	0
ENSG00000208883	0	0	0	0	0	0
ENSG00000224142	0	0	0	0	0	0
ENSG00000287685	0	0	0	0	0	0
ENSG00000279601	0	0	0	0	0	0
ENSG00000187808	41	56	99	688	431	503
ENSG00000198918	765	637	1031	4521	4512	3524
ENSG00000206622	0	3	2	0	0	0
ENSG00000125352	177	157	184	172	109	109
ENSG00000125356	270	331	364	475	673	710
ENSG00000186471	0	0	0	34	19	23
ENSG00000101882	360	317	438	333	314	287
ENSG00000263972	0	0	0	0	0	0
ENSG00000214047	0	0	0	0	0	0
ENSG00000285709	0	0	0	0	0	0
ENSG00000214045	0	0	0	0	4	0
ENSG00000206677	0	0	0	0	0	0
ENSG00000183337	2555	2245	2045	605	324	280
ENSG00000132446	0	0	0	0	0	0
ENSG00000252903	0	0	0	0	0	0
ENSG00000285900	0	0	0	0	0	0
ENSG00000222922	0	0	0	0	0	0
ENSG00000236285	0	0	0	0	0	0
ENSG00000263600	0	0	0	0	0	0
ENSG00000221348	0	0	0	0	0	0
ENSG00000236828	0	0	0	0	0	0
ENSG00000226781	4	8	4	2	4	0
ENSG00000215310	0	0	0	0	0	0
ENSG00000265170	0	0	0	0	0	0
ENSG00000189369	0	0	0	0	0	0
ENSG00000236576	0	1	0	0	0	0
ENSG00000252377	0	0	0	0	0	0
ENSG00000260118	26	18	30	0	4	0
ENSG00000228328	2	0	2	4	0	1
ENSG00000252145	0	0	0	0	0	0
ENSG00000228125	0	1	0	0	0	0
ENSG00000206646	0	0	0	0	0	0
ENSG00000225925	0	0	0	0	0	0
ENSG00000181704	2359	2234	2688	1265	1196	1266
ENSG00000206747	4	0	0	0	0	0
ENSG00000079482	427	208	284	154	110	129
ENSG00000160131	2467	2590	2830	673	706	656
ENSG00000270052	0	0	0	3	4	6
ENSG00000071553	4662	4528	5376	5510	5708	5131
ENSG00000186787	68	70	77	16	32	90
ENSG00000165583	0	0	0	0	0	0
ENSG00000165376	294	241	206	53	25	0
ENSG00000102385	26	49	36	24	18	4
ENSG00000283697	6	5	3	2	2	5
ENSG00000198205	293	207	224	36	18	36
ENSG00000176774	0	0	0	0	0	0
ENSG00000232446	0	0	0	0	0	0
ENSG00000227511	0	0	0	0	0	0
ENSG00000176746	0	0	6	0	0	14
ENSG00000232644	0	0	0	0	0	0
ENSG00000188408	0	0	0	0	0	0
ENSG00000237171	0	0	0	0	0	0
ENSG00000178146	0	4	4	0	0	0
ENSG00000215168	0	0	0	0	0	0
ENSG00000237294	0	0	0	0	0	0
ENSG00000231356	0	0	0	0	0	0
ENSG00000226820	0	0	0	0	0	0
ENSG00000224236	0	0	0	0	0	0
ENSG00000125675	1	0	0	18	8	4
ENSG00000179101	0	2	2	0	0	1
ENSG00000232111	0	0	0	0	0	0
ENSG00000282306	0	0	0	0	0	0
ENSG00000282501	0	0	0	0	0	0
ENSG00000282358	0	0	0	0	0	0
ENSG00000282668	0	0	0	0	0	0
ENSG00000282299	0	0	0	0	0	0
ENSG00000282697	0	0	0	0	0	0
ENSG00000282222	0	0	0	0	0	0
ENSG00000281955	0	0	0	0	0	0
ENSG00000281941	0	0	0	0	0	0
ENSG00000282300	0	0	0	0	0	0
ENSG00000101849	3608	2685	2563	765	796	948
ENSG00000101850	57	75	116	55	70	70
ENSG00000198759	0	0	0	0	3	0
ENSG00000233357	0	0	0	0	0	0
ENSG00000283493	0	0	0	0	0	0
ENSG00000199622	0	0	0	0	0	0
ENSG00000123595	635	510	719	115	126	192
ENSG00000046651	663	513	776	216	185	230
ENSG00000288053	0	0	0	0	0	0
ENSG00000206936	6	1	0	0	0	0
ENSG00000068394	825	913	927	443	560	766
ENSG00000265033	2	9	0	6	0	0
ENSG00000279422	0	2	0	0	0	0
ENSG00000123584	0	0	0	16	4	0
ENSG00000224089	0	0	0	0	0	0
ENSG00000226600	0	0	0	0	0	0
ENSG00000230347	0	0	0	0	0	0
ENSG00000226023	0	0	0	0	0	0
ENSG00000237957	0	0	0	0	0	0
ENSG00000230594	0	0	0	0	0	0
ENSG00000236126	0	0	0	0	0	0
ENSG00000242362	0	0	0	0	0	0
ENSG00000268738	0	0	0	0	0	0
ENSG00000286964	38	25	58	62	38	36
ENSG00000234228	0	0	0	4	0	0
ENSG00000196972	160	86	122	20	0	44
ENSG00000224107	0	0	0	0	0	0
ENSG00000223809	0	0	0	0	0	0
ENSG00000232582	0	0	0	0	0	0
ENSG00000169551	2	2	2	0	0	0
ENSG00000236491	0	0	0	0	0	0
ENSG00000228922	0	0	0	0	0	0
ENSG00000269833	0	0	0	0	0	0
ENSG00000238210	0	0	0	0	0	0
ENSG00000274024	2	0	0	0	4	4
ENSG00000283644	0	2	1	0	0	0
ENSG00000173275	157	162	214	59	73	28
ENSG00000178947	294	124	208	70	122	52
ENSG00000201440	1	0	0	0	0	0
ENSG00000225769	2	6	0	0	0	0
ENSG00000273988	0	0	0	0	0	0
ENSG00000271158	0	0	0	0	0	0
ENSG00000123131	2755	2981	3718	5483	5030	4885
ENSG00000123130	2402	2133	2739	1217	1307	1107
ENSG00000202272	0	0	0	0	0	0
ENSG00000184831	281	311	280	231	284	285
ENSG00000238103	3	4	3	20	16	32
ENSG00000165182	6	6	8	2	0	0
ENSG00000130830	501	622	680	659	558	595
ENSG00000229237	4	0	2	0	1	0
ENSG00000274183	0	0	0	0	0	0
ENSG00000288722	298	418	471	56	80	94
ENSG00000224069	0	0	0	0	0	0
ENSG00000237859	0	0	0	0	0	0
ENSG00000233688	0	0	0	0	0	0
ENSG00000176318	0	0	0	0	0	0
ENSG00000227211	0	0	4	0	0	0
ENSG00000198932	27	4	18	15	6	0
ENSG00000252294	0	0	0	0	0	0
ENSG00000230320	0	0	0	0	0	0
ENSG00000215000	0	0	0	0	0	0
ENSG00000101890	2	0	0	2	0	20
ENSG00000101888	516	746	655	630	612	624
ENSG00000233874	0	0	0	0	0	0
ENSG00000176076	0	0	0	2	0	14
ENSG00000068366	3767	3740	4674	987	1225	1313
ENSG00000237319	0	4	0	0	0	0
ENSG00000252069	0	0	0	0	0	0
ENSG00000225381	0	0	0	0	0	0
ENSG00000277858	0	0	0	0	0	0
ENSG00000288709	5	15	9	0	0	4
ENSG00000183479	61	56	65	21	28	54
ENSG00000224341	0	0	0	0	0	0
ENSG00000231270	0	0	0	0	0	0
ENSG00000235483	0	0	0	0	0	0
ENSG00000006756	1007	505	935	218	343	301
ENSG00000229851	0	0	0	0	0	0
ENSG00000205667	0	0	0	0	0	0
ENSG00000062096	0	0	0	0	0	0
ENSG00000239228	0	0	0	0	0	0
ENSG00000230249	0	0	0	0	0	0
ENSG00000226784	0	2	0	0	6	2
ENSG00000187325	481	921	546	321	439	368
ENSG00000223592	2	0	0	2	14	5
ENSG00000157399	0	0	6	0	0	0
ENSG00000232282	1	2	1	0	0	0
ENSG00000229954	3	1	0	0	0	0
ENSG00000237300	0	0	0	0	0	0
ENSG00000237628	0	0	0	0	0	0
ENSG00000228316	0	0	0	0	0	0
ENSG00000224471	0	0	0	0	0	0
ENSG00000226056	4	0	0	0	0	0
ENSG00000234886	2	0	0	0	0	0
ENSG00000227649	2	0	0	0	0	0
ENSG00000229794	0	0	2	0	0	0
ENSG00000202304	0	0	0	0	0	0
ENSG00000225046	0	0	0	0	0	0
ENSG00000102078	316	345	298	192	220	216
ENSG00000147262	2	2	6	8	0	0
ENSG00000271286	0	0	0	0	0	0
ENSG00000224396	0	0	0	0	0	0
ENSG00000201095	0	0	0	0	0	0
ENSG00000231011	0	0	0	0	0	0
ENSG00000237019	0	0	0	0	0	0
ENSG00000102174	37	18	22	12	3	19
ENSG00000270794	2	0	0	0	0	0
ENSG00000099399	4935	6419	6687	2276	2768	3393
ENSG00000120289	0	0	0	75	103	36
ENSG00000276940	0	0	0	0	1	0
ENSG00000102287	46	57	25	116	135	60
ENSG00000284363	0	0	0	0	0	0
ENSG00000283751	0	0	0	0	0	0
ENSG00000102119	2761	2597	2788	4305	4276	4594
ENSG00000147234	201	136	176	40	20	16
ENSG00000230146	0	0	0	0	0	0
ENSG00000274655	0	0	0	0	0	0
ENSG00000277577	0	0	0	0	0	0
ENSG00000278039	0	0	0	0	0	0
ENSG00000182707	0	0	0	0	0	0
ENSG00000274430	0	0	0	0	0	0
ENSG00000276784	0	0	0	0	0	0
ENSG00000271199	2	2	3	0	0	0
ENSG00000203397	0	0	0	0	0	0
ENSG00000223650	1	0	0	0	0	0
ENSG00000232928	2	4	0	2	0	0
ENSG00000280375	4	0	0	0	0	0
ENSG00000230986	0	0	0	0	0	0
ENSG00000224430	3	0	0	0	0	0
ENSG00000196459	621	470	712	244	292	291
ENSG00000232801	0	0	0	2	0	0
ENSG00000189145	0	0	0	0	0	0
ENSG00000216866	54	50	56	126	148	128
ENSG00000287549	0	0	0	0	0	0
ENSG00000237931	0	0	0	0	0	0
ENSG00000225839	6	2	6	0	0	0
ENSG00000126950	0	2	0	0	0	0
ENSG00000102384	407	888	488	114	172	190
ENSG00000231643	0	0	0	0	0	1
ENSG00000213397	11	5	4	0	2	2
ENSG00000130066	25236	9609	32316	18806	22825	26998
ENSG00000214107	48	48	48	155	56	26
ENSG00000171054	0	0	2	0	0	0
ENSG00000171478	0	0	0	0	0	0
ENSG00000130052	336	348	352	145	147	118
ENSG00000198798	4	4	6	220	201	153
ENSG00000215113	0	0	0	0	0	0
ENSG00000147174	36	45	26	339	92	36
ENSG00000166160	0	0	0	0	0	0
ENSG00000267978	0	2	0	2	0	2
ENSG00000225396	0	0	0	0	0	0
ENSG00000123165	0	0	0	0	0	0
ENSG00000215115	0	0	0	0	0	0
ENSG00000184033	0	0	0	0	0	0
ENSG00000126890	0	0	0	0	0	0
ENSG00000126016	741	650	584	196	202	265
ENSG00000268350	8	14	24	4	14	8
ENSG00000204279	0	0	0	0	0	0
ENSG00000269791	0	0	0	0	0	0
ENSG00000236371	0	0	0	0	0	0
ENSG00000238205	1	6	0	3	0	0
ENSG00000184911	0	6	0	0	0	0
ENSG00000214717	0	0	0	0	0	0
ENSG00000277120	0	0	0	0	0	0
ENSG00000230542	0	0	0	0	0	0
ENSG00000002586	0	0	0	0	0	0
ENSG00000124343	0	0	4	8	0	3
ENSG00000013619	665	503	485	144	220	182
ENSG00000072506	1487	1828	2005	1406	1748	1555
ENSG00000224735	0	0	0	0	0	0
ENSG00000226110	0	0	0	0	0	0
ENSG00000229037	0	0	0	0	0	0
ENSG00000189420	0	0	0	6	0	0
ENSG00000123569	0	0	0	0	0	0
ENSG00000269586	0	0	0	0	0	0
ENSG00000067840	16	20	32	37	26	32
ENSG00000102290	0	0	0	0	0	0
ENSG00000147124	410	445	405	116	79	152
ENSG00000183837	0	0	2	0	0	0
ENSG00000251192	226	157	255	175	48	97
ENSG00000247746	0	0	0	0	0	0
ENSG00000269502	0	0	0	0	0	0
ENSG00000179083	0	0	0	0	0	0
ENSG00000101981	0	0	0	0	0	0
ENSG00000238485	0	0	0	0	0	0
ENSG00000221375	0	0	0	0	0	0
ENSG00000252719	0	0	0	0	0	0
ENSG00000147378	0	0	2	8	0	10
ENSG00000147381	0	0	0	0	0	0
ENSG00000228965	0	0	0	0	0	0
ENSG00000232562	0	0	0	0	0	0
ENSG00000182776	0	0	0	0	0	0
ENSG00000221705	0	0	0	0	0	0
ENSG00000154545	0	0	0	0	0	0
ENSG00000221475	0	0	0	0	0	0
ENSG00000179028	0	0	0	0	0	0
ENSG00000076716	2126	1496	1990	955	972	917
ENSG00000206765	0	0	0	0	0	0
ENSG00000227008	18	14	8	24	24	8
ENSG00000233260	0	0	0	0	0	0
ENSG00000286096	0	0	0	0	0	0
ENSG00000232068	0	0	0	0	0	0
ENSG00000224908	2	0	0	0	0	0
ENSG00000232664	0	0	0	0	0	0
ENSG00000286181	0	4	0	0	4	0
ENSG00000184194	441	264	363	126	128	120
ENSG00000270497	2	0	2	0	0	0
ENSG00000184205	944	905	1039	2558	1594	1685
ENSG00000227083	0	0	0	0	0	0
ENSG00000274086	0	0	0	0	0	0
ENSG00000236337	7	4	0	0	0	0
ENSG00000176988	0	0	0	8	25	2
ENSG00000201285	0	0	0	0	0	0
ENSG00000219507	40	42	42	62	71	83
ENSG00000157625	1399	1065	1249	474	508	485
ENSG00000266560	0	0	0	0	0	0
ENSG00000124260	0	0	0	0	0	0
ENSG00000184634	2175	1712	1503	1063	1266	1409
ENSG00000102081	1385	1539	1441	516	446	479
ENSG00000171402	0	0	0	0	1	0
ENSG00000165694	0	0	0	14	8	6
ENSG00000158301	309	222	257	44	43	42
ENSG00000189221	812	551	965	564	609	458
ENSG00000101825	0	0	0	0	18	0
ENSG00000213487	0	0	0	0	0	0
ENSG00000237671	0	0	0	0	0	0
ENSG00000227488	0	0	0	0	0	0
ENSG00000236362	0	0	0	0	0	0
ENSG00000216649	0	0	0	0	0	0
ENSG00000215269	0	0	0	0	0	0
ENSG00000224902	0	0	0	0	0	0
ENSG00000189064	0	0	0	0	0	0
ENSG00000205777	0	0	0	4	0	0
ENSG00000215274	0	0	0	0	0	0
ENSG00000224659	0	0	0	0	0	3
ENSG00000274274	0	0	0	0	0	0
ENSG00000102158	3926	4278	4139	1754	1436	1468
ENSG00000268089	531	836	427	164	137	174
ENSG00000269475	2	0	0	0	0	0
ENSG00000221867	2360	2745	2653	1782	1744	2096
ENSG00000183305	12	14	16	15	10	17
ENSG00000198930	1	2	2	45	15	13
ENSG00000213401	9	6	2	43	50	12
ENSG00000268606	10	29	21	26	17	12
ENSG00000286051	68	60	72	18	44	36
ENSG00000147400	746	1102	876	920	1251	1291
ENSG00000147383	572	891	650	199	318	295
ENSG00000286939	2	0	12	0	0	0
ENSG00000198883	4	0	0	0	0	0
ENSG00000234200	0	0	0	0	0	0
ENSG00000130741	13347	11912	15514	14199	12557	12643
ENSG00000201407	0	0	0	0	0	0
ENSG00000174010	1151	912	1110	1653	1164	1068
ENSG00000171100	408	420	398	124	84	112
ENSG00000228728	2	0	0	0	0	0
ENSG00000196338	316	82	260	62	58	62
ENSG00000231857	0	0	0	0	0	0
ENSG00000237963	0	0	0	0	0	0
ENSG00000001497	1007	1579	1333	647	1020	907
ENSG00000188158	817	541	649	100	136	154
ENSG00000227645	0	0	0	0	0	0
ENSG00000147145	0	0	0	0	0	0
ENSG00000214961	0	0	0	0	0	0
ENSG00000156531	2409	2654	3026	1046	1123	1097
ENSG00000165704	1092	1748	1882	1751	1674	1855
ENSG00000226107	4	1	2	0	0	0
ENSG00000216001	0	0	0	0	0	0
ENSG00000199132	0	0	0	0	0	0
ENSG00000207755	0	0	0	1	2	0
ENSG00000207784	0	0	0	0	0	0
ENSG00000208005	0	0	0	0	0	0
ENSG00000284231	0	0	0	0	0	0
ENSG00000170965	28	12	28	36	4	16
ENSG00000235813	4	0	0	3	0	0
ENSG00000236509	0	0	0	0	0	0
ENSG00000237432	0	0	0	2	0	0
ENSG00000199920	0	0	0	0	0	0
ENSG00000156504	2934	3094	3801	2488	2212	2324
ENSG00000235916	0	0	0	0	0	4
ENSG00000201618	0	0	0	0	0	0
ENSG00000172943	2078	1950	1466	1297	919	914
ENSG00000184083	222	206	228	177	108	110
ENSG00000224949	0	0	0	0	0	0
ENSG00000234566	0	0	0	0	0	0
ENSG00000188937	0	0	0	3	0	0
ENSG00000269556	657	488	603	253	157	166
ENSG00000134597	403	366	341	524	304	421
ENSG00000171659	1	4	2	0	0	0
ENSG00000126733	0	0	0	0	0	0
ENSG00000102034	2392	2048	1843	918	980	900
ENSG00000197565	115	72	146	68	60	72
ENSG00000123594	0	0	0	0	0	0
ENSG00000205642	1	0	0	0	0	0
ENSG00000017483	1111	1378	1370	2093	2238	2028
ENSG00000169059	0	0	0	0	0	0
ENSG00000133142	304	312	401	149	263	230
ENSG00000185515	541	639	586	339	269	325
ENSG00000067829	2237	2324	2735	2613	3075	3583
ENSG00000185448	0	0	0	0	0	0
ENSG00000155008	1002	936	1059	251	237	120
ENSG00000102024	2638	3375	3656	1302	1625	2079
ENSG00000237331	4	0	2	0	0	0
ENSG00000252627	0	0	1	0	0	0
ENSG00000237025	2	6	0	0	0	0
ENSG00000237426	0	0	0	0	0	0
ENSG00000252693	0	0	0	0	0	0
ENSG00000234564	0	0	0	3	0	0
ENSG00000282419	0	0	0	0	13	0
ENSG00000232054	0	0	0	0	0	0
ENSG00000226532	0	0	0	0	0	0
ENSG00000147257	223	70	215	219	170	203
ENSG00000126895	99	38	60	21	0	4
ENSG00000130032	0	0	0	0	2	0
ENSG00000183862	0	0	2	0	0	0
ENSG00000275287	0	0	0	0	0	0
ENSG00000234958	0	0	0	0	0	0
ENSG00000229232	0	0	0	0	0	0
ENSG00000185960	0	0	0	0	0	0
ENSG00000102003	30	37	59	51	70	34
ENSG00000237490	0	0	0	0	0	0
ENSG00000228550	0	0	0	0	0	0
ENSG00000101846	137	152	172	80	38	48
ENSG00000264268	0	0	0	0	0	0
ENSG00000279682	0	0	0	0	0	0
ENSG00000274923	0	0	0	0	0	0
ENSG00000006757	488	436	548	224	319	357
ENSG00000204116	0	0	0	0	0	0
ENSG00000236446	0	0	0	0	0	0
ENSG00000230707	0	0	0	0	0	0
ENSG00000179304	4	4	2	0	4	2
ENSG00000189186	0	0	0	0	0	0
ENSG00000197172	7	6	13	14	4	15
ENSG00000165175	7530	5409	7360	1592	1444	1520
ENSG00000187243	0	0	0	0	0	1
ENSG00000241476	0	0	0	0	0	0
